trial,sigma,success,steps,final_confidence,rcp,R,T
181,423,0.2,5.00,1,11,0.9992,396.00,4,3,0.2
182,424,0.2,5.00,1,11,0.9991,396.00,4,3,0.2
183,425,0.2,5.00,1,11,0.9991,396.00,4,3,0.2
184,426,0.2,5.00,1,11,0.9992,396.00,4,3,0.2
185,427,0.2,5.00,1,11,0.9993,396.00,4,3,0.2
186,428,0.2,5.00,1,11,0.9991,396.00,4,3,0.2
187,429,0.2,5.00,1,11,0.9992,396.00,4,3,0.2
188,430,0.2,5.00,1,11,0.9992,396.00,4,3,0.2
189,431,0.2,5.00,1,11,0.9991,396.00,4,3,0.2
190,432,0.2,5.00,1,11,0.9991,396.00,4,3,0.2
191,433,0.2,5.00,1,11,0.9991,396.00,4,3,0.2
192,434,0.2,5.00,1,11,0.9991,396.00,4,3,0.2
193,435,0.2,5.00,1,11,0.9991,396.00,4,3,0.2
194,436,0.2,5.00,1,11,0.9991,396.00,4,3,0.2
195,437,0.2,5.00,1,11,0.9992,396.00,4,3,0.2
196,438,0.2,5.00,1,11,0.9991,396.00,4,3,0.2
197,439,0.2,5.00,1,11,0.9991,396.00,4,3,0.2
198,440,0.2,5.00,1,11,0.9991,396.00,4,3,0.2
199,441,0.2,5.00,1,11,0.9993,396.00,4,3,0.2
0,342,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
1,343,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
2,344,0.3,3.33,1,11,0.9992,396.00,4,3,0.2
3,345,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
4,346,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
5,347,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
6,348,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
7,349,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
8,350,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
9,351,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
10,352,0.3,3.33,1,11,0.9992,396.00,4,3,0.2
11,353,0.3,3.33,1,11,0.9994,396.00,4,3,0.2
12,354,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
13,355,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
14,356,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
15,357,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
16,358,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
17,359,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
18,360,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
19,361,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
20,362,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
21,363,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
22,364,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
23,365,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
24,366,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
25,367,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
26,368,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
27,369,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
28,370,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
29,371,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
30,372,0.3,3.33,1,11,0.9992,396.00,4,3,0.2
31,373,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
32,374,0.3,3.33,1,11,0.9994,396.00,4,3,0.2
33,375,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
34,376,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
35,377,0.3,3.33,1,11,0.9994,396.00,4,3,0.2
36,378,0.3,3.33,1,11,0.9994,396.00,4,3,0.2
37,379,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
38,380,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
39,381,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
40,382,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
41,383,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
42,384,0.3,3.33,1,11,0.9994,396.00,4,3,0.2
43,385,0.3,3.33,1,11,0.9992,396.00,4,3,0.2
44,386,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
45,387,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
46,388,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
47,389,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
48,390,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
49,391,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
50,392,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
51,393,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
52,394,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
53,395,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
54,396,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
55,397,0.3,3.33,1,11,0.9994,396.00,4,3,0.2
56,398,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
57,399,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
58,400,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
59,401,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
60,402,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
61,403,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
62,404,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
63,405,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
64,406,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
65,407,0.3,3.33,1,11,0.9993,396.00,4,3,0.2
66,408,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
67,409,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
68,410,0.3,3.33,1,11,0.9994,396.00,4,3,0.2
69,411,0.3,3.33,1,11,0.9992,396.00,4,3,0.2
70,412,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
71,413,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
72,414,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
73,415,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
74,416,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
75,417,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
76,418,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
77,419,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
78,420,0.3,3.33,1,11,0.9992,396.00,4,3,0.2
79,421,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
80,422,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
81,423,0.3,3.33,1,11,0.9992,396.00,4,3,0.2
82,424,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
83,425,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
84,426,0.3,3.33,1,11,0.9992,396.00,4,3,0.2
85,427,0.3,3.33,1,11,0.9993,396.00,4,3,0.2
86,428,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
87,429,0.3,3.33,1,11,0.9994,396.00,4,3,0.2
88,430,0.3,3.33,1,11,0.9992,396.00,4,3,0.2
89,431,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
90,432,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
91,433,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
92,434,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
93,435,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
94,436,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
95,437,0.3,3.33,1,11,0.9993,396.00,4,3,0.2
96,438,0.3,3.33,1,11,0.9993,396.00,4,3,0.2
97,439,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
98,440,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
99,441,0.3,3.33,1,11,0.9994,396.00,4,3,0.2
100,442,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
101,443,0.3,3.33,1,11,0.9994,396.00,4,3,0.2
102,444,0.3,3.33,1,11,0.9992,396.00,4,3,0.2
103,445,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
104,446,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
105,447,0.3,3.33,1,11,0.9992,396.00,4,3,0.2
106,448,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
107,449,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
108,450,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
109,451,0.3,3.33,1,11,0.9992,396.00,4,3,0.2
110,452,0.3,3.33,1,11,0.9992,396.00,4,3,0.2
111,453,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
112,454,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
113,455,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
114,456,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
115,457,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
116,458,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
117,459,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
118,460,0.3,3.33,1,11,0.9993,396.00,4,3,0.2
119,461,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
120,462,0.3,3.33,1,11,0.9993,396.00,4,3,0.2
121,463,0.3,3.33,1,11,0.9994,396.00,4,3,0.2
122,464,0.3,3.33,1,11,0.9994,396.00,4,3,0.2
123,465,0.3,3.33,1,11,0.9992,396.00,4,3,0.2
124,466,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
125,467,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
126,468,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
127,469,0.3,3.33,1,11,0.9992,396.00,4,3,0.2
128,470,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
129,471,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
130,472,0.3,3.33,1,11,0.9992,396.00,4,3,0.2
131,473,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
132,474,0.3,3.33,1,11,0.9995,396.00,4,3,0.2
133,475,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
134,476,0.3,3.33,1,11,0.9994,396.00,4,3,0.2
135,477,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
136,478,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
137,479,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
138,480,0.3,3.33,1,11,0.9993,396.00,4,3,0.2
139,481,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
140,482,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
141,483,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
142,484,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
143,485,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
144,486,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
145,487,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
146,488,0.3,3.33,1,10,0.9991,360.00,4,3,0.2
147,489,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
148,490,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
149,491,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
150,492,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
151,493,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
152,494,0.3,3.33,1,11,0.9993,396.00,4,3,0.2
153,495,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
154,496,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
155,497,0.3,3.33,1,11,0.9994,396.00,4,3,0.2
156,498,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
157,499,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
158,500,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
159,501,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
160,502,0.3,3.33,1,11,0.9993,396.00,4,3,0.2
161,503,0.3,3.33,1,11,0.9992,396.00,4,3,0.2
162,504,0.3,3.33,1,11,0.9993,396.00,4,3,0.2
163,505,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
164,506,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
165,507,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
166,508,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
167,509,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
168,510,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
169,511,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
170,512,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
171,513,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
172,514,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
173,515,0.3,3.33,1,10,0.9991,360.00,4,3,0.2
174,516,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
175,517,0.3,3.33,1,11,0.9992,396.00,4,3,0.2
176,518,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
177,519,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
178,520,0.3,3.33,1,11,0.9993,396.00,4,3,0.2
179,521,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
180,522,0.3,3.33,1,11,0.9992,396.00,4,3,0.2
181,523,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
182,524,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
183,525,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
184,526,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
185,527,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
186,528,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
187,529,0.3,3.33,1,11,0.9995,396.00,4,3,0.2
188,530,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
189,531,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
190,532,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
191,533,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
192,534,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
193,535,0.3,3.33,1,11,0.9992,396.00,4,3,0.2
194,536,0.3,3.33,1,11,0.9992,396.00,4,3,0.2
195,537,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
196,538,0.3,3.33,1,11,0.9993,396.00,4,3,0.2
197,539,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
198,540,0.3,3.33,1,11,0.9992,396.00,4,3,0.2
199,541,0.3,3.33,1,11,0.9991,396.00,4,3,0.2
0,442,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
1,443,0.4,2.50,1,11,0.9995,396.00,4,3,0.2
2,444,0.4,2.50,1,11,0.9992,396.00,4,3,0.2
3,445,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
4,446,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
5,447,0.4,2.50,1,11,0.9992,396.00,4,3,0.2
6,448,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
7,449,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
8,450,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
9,451,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
10,452,0.4,2.50,1,11,0.9992,396.00,4,3,0.2
11,453,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
12,454,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
13,455,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
14,456,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
15,457,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
16,458,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
17,459,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
18,460,0.4,2.50,1,11,0.9995,396.00,4,3,0.2
19,461,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
20,462,0.4,2.50,1,11,0.9993,396.00,4,3,0.2
21,463,0.4,2.50,1,11,0.9995,396.00,4,3,0.2
22,464,0.4,2.50,1,10,0.9991,360.00,4,3,0.2
23,465,0.4,2.50,1,11,0.9992,396.00,4,3,0.2
24,466,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
25,467,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
26,468,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
27,469,0.4,2.50,1,11,0.9993,396.00,4,3,0.2
28,470,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
29,471,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
30,472,0.4,2.50,1,11,0.9993,396.00,4,3,0.2
31,473,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
32,474,0.4,2.50,1,11,0.9995,396.00,4,3,0.2
33,475,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
34,476,0.4,2.50,1,10,0.9991,360.00,4,3,0.2
35,477,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
36,478,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
37,479,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
38,480,0.4,2.50,1,11,0.9994,396.00,4,3,0.2
39,481,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
40,482,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
41,483,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
42,484,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
43,485,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
44,486,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
45,487,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
46,488,0.4,2.50,1,10,0.9992,360.00,4,3,0.2
47,489,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
48,490,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
49,491,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
50,492,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
51,493,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
52,494,0.4,2.50,1,11,0.9994,396.00,4,3,0.2
53,495,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
54,496,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
55,497,0.4,2.50,1,11,0.9995,396.00,4,3,0.2
56,498,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
57,499,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
58,500,0.4,2.50,1,11,0.9992,396.00,4,3,0.2
59,501,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
60,502,0.4,2.50,1,11,0.9994,396.00,4,3,0.2
61,503,0.4,2.50,1,11,0.9992,396.00,4,3,0.2
62,504,0.4,2.50,1,11,0.9995,396.00,4,3,0.2
63,505,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
64,506,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
65,507,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
66,508,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
67,509,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
68,510,0.4,2.50,1,11,0.9992,396.00,4,3,0.2
69,511,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
70,512,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
71,513,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
72,514,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
73,515,0.4,2.50,1,10,0.9991,360.00,4,3,0.2
74,516,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
75,517,0.4,2.50,1,11,0.9992,396.00,4,3,0.2
76,518,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
77,519,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
78,520,0.4,2.50,1,11,0.9993,396.00,4,3,0.2
79,521,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
80,522,0.4,2.50,1,11,0.9992,396.00,4,3,0.2
81,523,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
82,524,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
83,525,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
84,526,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
85,527,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
86,528,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
87,529,0.4,2.50,1,10,0.9991,360.00,4,3,0.2
88,530,0.4,2.50,1,11,0.9990,396.00,4,3,0.2
89,531,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
90,532,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
91,533,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
92,534,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
93,535,0.4,2.50,1,11,0.9993,396.00,4,3,0.2
94,536,0.4,2.50,1,11,0.9992,396.00,4,3,0.2
95,537,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
96,538,0.4,2.50,1,11,0.9994,396.00,4,3,0.2
97,539,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
98,540,0.4,2.50,1,11,0.9993,396.00,4,3,0.2
99,541,0.4,2.50,1,11,0.9992,396.00,4,3,0.2
100,542,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
101,543,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
102,544,0.4,2.50,1,11,0.9994,396.00,4,3,0.2
103,545,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
104,546,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
105,547,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
106,548,0.4,2.50,1,11,0.9992,396.00,4,3,0.2
107,549,0.4,2.50,1,11,0.9992,396.00,4,3,0.2
108,550,0.4,2.50,1,11,0.9992,396.00,4,3,0.2
109,551,0.4,2.50,1,11,0.9992,396.00,4,3,0.2
110,552,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
111,553,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
112,554,0.4,2.50,1,11,0.9992,396.00,4,3,0.2
113,555,0.4,2.50,1,10,0.9991,360.00,4,3,0.2
114,556,0.4,2.50,1,11,0.9993,396.00,4,3,0.2
115,557,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
116,558,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
117,559,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
118,560,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
119,561,0.4,2.50,1,11,0.9993,396.00,4,3,0.2
120,562,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
121,563,0.4,2.50,1,11,0.9992,396.00,4,3,0.2
122,564,0.4,2.50,1,11,0.9993,396.00,4,3,0.2
123,565,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
124,566,0.4,2.50,1,11,0.9995,396.00,4,3,0.2
125,567,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
126,568,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
127,569,0.4,2.50,1,11,0.9992,396.00,4,3,0.2
128,570,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
129,571,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
130,572,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
131,573,0.4,2.50,1,11,0.9992,396.00,4,3,0.2
132,574,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
133,575,0.4,2.50,1,11,0.9993,396.00,4,3,0.2
134,576,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
135,577,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
136,578,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
137,579,0.4,2.50,1,11,0.9992,396.00,4,3,0.2
138,580,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
139,581,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
140,582,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
141,583,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
142,584,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
143,585,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
144,586,0.4,2.50,1,10,0.9991,360.00,4,3,0.2
145,587,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
146,588,0.4,2.50,1,11,0.9993,396.00,4,3,0.2
147,589,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
148,590,0.4,2.50,1,10,0.9991,360.00,4,3,0.2
149,591,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
150,592,0.4,2.50,1,11,0.9993,396.00,4,3,0.2
151,593,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
152,594,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
153,595,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
154,596,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
155,597,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
156,598,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
157,599,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
158,600,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
159,601,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
160,602,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
161,603,0.4,2.50,1,11,0.9992,396.00,4,3,0.2
162,604,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
163,605,0.4,2.50,1,11,0.9994,396.00,4,3,0.2
164,606,0.4,2.50,1,10,0.9992,360.00,4,3,0.2
165,607,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
166,608,0.4,2.50,1,11,0.9993,396.00,4,3,0.2
167,609,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
168,610,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
169,611,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
170,612,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
171,613,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
172,614,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
173,615,0.4,2.50,1,11,0.9993,396.00,4,3,0.2
174,616,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
175,617,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
176,618,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
177,619,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
178,620,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
179,621,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
180,622,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
181,623,0.4,2.50,1,10,0.9991,360.00,4,3,0.2
182,624,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
183,625,0.4,2.50,1,11,0.9992,396.00,4,3,0.2
184,626,0.4,2.50,1,11,0.9992,396.00,4,3,0.2
185,627,0.4,2.50,1,11,0.9994,396.00,4,3,0.2
186,628,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
187,629,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
188,630,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
189,631,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
190,632,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
191,633,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
192,634,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
193,635,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
194,636,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
195,637,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
196,638,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
197,639,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
198,640,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
199,641,0.4,2.50,1,11,0.9991,396.00,4,3,0.2
0,542,0.5,2.00,1,11,0.9991,396.00,4,3,0.2
1,543,0.5,2.00,1,11,0.9991,396.00,4,3,0.2
2,544,0.5,2.00,1,10,0.9990,360.00,4,3,0.2
3,545,0.5,2.00,1,11,0.9991,396.00,4,3,0.2
