trial,trial_seed,sigma,snr,success,steps,final_confidence,rcp,active_cells,weight_scale,R,T
2,1344,1.3,0.77,0,50,0.5021,1800.00,4,0.2,3,0.2
3,1345,1.3,0.77,0,50,0.4806,1800.00,4,0.2,3,0.2
4,1346,1.3,0.77,0,50,0.5899,1800.00,4,0.2,3,0.2
5,1347,1.3,0.77,1,50,0.9808,1800.00,4,0.2,3,0.2
6,1348,1.3,0.77,0,50,0.8748,1800.00,4,0.2,3,0.2
7,1349,1.3,0.77,0,50,0.7411,1800.00,4,0.2,3,0.2
8,1350,1.3,0.77,0,50,0.6255,1800.00,4,0.2,3,0.2
9,1351,1.3,0.77,0,50,0.6645,1800.00,4,0.2,3,0.2
10,1352,1.3,0.77,0,50,0.6313,1800.00,4,0.2,3,0.2
11,1353,1.3,0.77,0,50,0.7522,1800.00,4,0.2,3,0.2
12,1354,1.3,0.77,0,50,0.7990,1800.00,4,0.2,3,0.2
13,1355,1.3,0.77,0,50,0.5043,1800.00,4,0.2,3,0.2
14,1356,1.3,0.77,0,50,0.8084,1800.00,4,0.2,3,0.2
15,1357,1.3,0.77,0,50,0.4868,1800.00,4,0.2,3,0.2
16,1358,1.3,0.77,0,50,0.6657,1800.00,4,0.2,3,0.2
17,1359,1.3,0.77,0,50,0.7370,1800.00,4,0.2,3,0.2
18,1360,1.3,0.77,0,50,0.5748,1800.00,4,0.2,3,0.2
19,1361,1.3,0.77,0,50,0.6596,1800.00,4,0.2,3,0.2
0,1442,1.4,0.71,0,50,0.6301,1800.00,4,0.2,3,0.2
1,1443,1.4,0.71,0,50,0.6189,1800.00,4,0.2,3,0.2
2,1444,1.4,0.71,0,50,0.6796,1800.00,4,0.2,3,0.2
3,1445,1.4,0.71,0,50,0.7255,1800.00,4,0.2,3,0.2
4,1446,1.4,0.71,0,50,0.5513,1800.00,4,0.2,3,0.2
5,1447,1.4,0.71,0,50,0.8191,1800.00,4,0.2,3,0.2
6,1448,1.4,0.71,0,50,0.7429,1800.00,4,0.2,3,0.2
7,1449,1.4,0.71,0,50,0.7347,1800.00,4,0.2,3,0.2
8,1450,1.4,0.71,1,50,0.9207,1800.00,4,0.2,3,0.2
9,1451,1.4,0.71,0,50,0.5423,1800.00,4,0.2,3,0.2
10,1452,1.4,0.71,0,50,0.5824,1800.00,4,0.2,3,0.2
11,1453,1.4,0.71,1,50,0.9028,1800.00,4,0.2,3,0.2
12,1454,1.4,0.71,0,50,0.7028,1800.00,4,0.2,3,0.2
13,1455,1.4,0.71,0,50,0.7427,1800.00,4,0.2,3,0.2
14,1456,1.4,0.71,0,50,0.6922,1800.00,4,0.2,3,0.2
15,1457,1.4,0.71,0,50,0.5433,1800.00,4,0.2,3,0.2
16,1458,1.4,0.71,0,50,0.5224,1800.00,4,0.2,3,0.2
17,1459,1.4,0.71,0,50,0.7498,1800.00,4,0.2,3,0.2
18,1460,1.4,0.71,0,50,0.5008,1800.00,4,0.2,3,0.2
19,1461,1.4,0.71,1,50,0.9569,1800.00,4,0.2,3,0.2
0,1542,1.5,0.67,0,50,0.5015,1800.00,4,0.2,3,0.2
1,1543,1.5,0.67,0,50,0.5412,1800.00,4,0.2,3,0.2
2,1544,1.5,0.67,1,50,0.9348,1800.00,4,0.2,3,0.2
3,1545,1.5,0.67,0,50,0.7801,1800.00,4,0.2,3,0.2
4,1546,1.5,0.67,0,50,0.4998,1800.00,4,0.2,3,0.2
5,1547,1.5,0.67,0,50,0.4685,1800.00,4,0.2,3,0.2
6,1548,1.5,0.67,0,50,0.5000,1800.00,4,0.2,3,0.2
7,1549,1.5,0.67,0,50,0.5413,1800.00,4,0.2,3,0.2
8,1550,1.5,0.67,0,50,0.8796,1800.00,4,0.2,3,0.2
9,1551,1.5,0.67,0,50,0.5711,1800.00,4,0.2,3,0.2
10,1552,1.5,0.67,0,50,0.8172,1800.00,4,0.2,3,0.2
11,1553,1.5,0.67,0,50,0.6712,1800.00,4,0.2,3,0.2
12,1554,1.5,0.67,0,50,0.5022,1800.00,4,0.2,3,0.2
13,1555,1.5,0.67,0,50,0.7157,1800.00,4,0.2,3,0.2
14,1556,1.5,0.67,0,50,0.8657,1800.00,4,0.2,3,0.2
15,1557,1.5,0.67,0,50,0.4934,1800.00,4,0.2,3,0.2
16,1558,1.5,0.67,0,50,0.7626,1800.00,4,0.2,3,0.2
17,1559,1.5,0.67,0,50,0.8791,1800.00,4,0.2,3,0.2
18,1560,1.5,0.67,1,50,0.9201,1800.00,4,0.2,3,0.2
19,1561,1.5,0.67,0,50,0.6151,1800.00,4,0.2,3,0.2
0,1642,1.6,0.62,0,50,0.5195,1800.00,4,0.2,3,0.2
1,1643,1.6,0.62,1,50,0.9452,1800.00,4,0.2,3,0.2
2,1644,1.6,0.62,0,50,0.5405,1800.00,4,0.2,3,0.2
3,1645,1.6,0.62,1,50,0.9191,1800.00,4,0.2,3,0.2
4,1646,1.6,0.62,0,50,0.5195,1800.00,4,0.2,3,0.2
5,1647,1.6,0.62,0,50,0.5677,1800.00,4,0.2,3,0.2
6,1648,1.6,0.62,0,50,0.5562,1800.00,4,0.2,3,0.2
7,1649,1.6,0.62,0,50,0.5131,1800.00,4,0.2,3,0.2
8,1650,1.6,0.62,0,50,0.8565,1800.00,4,0.2,3,0.2
9,1651,1.6,0.62,0,50,0.5218,1800.00,4,0.2,3,0.2
10,1652,1.6,0.62,0,50,0.7352,1800.00,4,0.2,3,0.2
11,1653,1.6,0.62,0,50,0.7500,1800.00,4,0.2,3,0.2
12,1654,1.6,0.62,0,50,0.5147,1800.00,4,0.2,3,0.2
13,1655,1.6,0.62,0,50,0.5090,1800.00,4,0.2,3,0.2
14,1656,1.6,0.62,1,50,0.9038,1800.00,4,0.2,3,0.2
15,1657,1.6,0.62,0,50,0.5108,1800.00,4,0.2,3,0.2
16,1658,1.6,0.62,0,50,0.4910,1800.00,4,0.2,3,0.2
17,1659,1.6,0.62,0,50,0.6741,1800.00,4,0.2,3,0.2
18,1660,1.6,0.62,0,50,0.5560,1800.00,4,0.2,3,0.2
19,1661,1.6,0.62,0,50,0.4261,1800.00,4,0.2,3,0.2
0,1742,1.7,0.59,0,50,0.5367,1800.00,4,0.2,3,0.2
1,1743,1.7,0.59,0,50,0.7235,1800.00,4,0.2,3,0.2
2,1744,1.7,0.59,0,50,0.5091,1800.00,4,0.2,3,0.2
3,1745,1.7,0.59,0,50,0.4947,1800.00,4,0.2,3,0.2
4,1746,1.7,0.59,0,50,0.8567,1800.00,4,0.2,3,0.2
5,1747,1.7,0.59,1,50,0.9160,1800.00,4,0.2,3,0.2
6,1748,1.7,0.59,0,50,0.8337,1800.00,4,0.2,3,0.2
7,1749,1.7,0.59,0,50,0.5303,1800.00,4,0.2,3,0.2
8,1750,1.7,0.59,0,50,0.5065,1800.00,4,0.2,3,0.2
9,1751,1.7,0.59,0,50,0.5477,1800.00,4,0.2,3,0.2
10,1752,1.7,0.59,0,50,0.7073,1800.00,4,0.2,3,0.2
11,1753,1.7,0.59,0,50,0.5270,1800.00,4,0.2,3,0.2
12,1754,1.7,0.59,0,50,0.5648,1800.00,4,0.2,3,0.2
13,1755,1.7,0.59,0,50,0.7765,1800.00,4,0.2,3,0.2
14,1756,1.7,0.59,0,50,0.5007,1800.00,4,0.2,3,0.2
15,1757,1.7,0.59,0,50,0.4876,1800.00,4,0.2,3,0.2
16,1758,1.7,0.59,0,50,0.6430,1800.00,4,0.2,3,0.2
17,1759,1.7,0.59,0,50,0.5084,1800.00,4,0.2,3,0.2
18,1760,1.7,0.59,0,50,0.6472,1800.00,4,0.2,3,0.2
19,1761,1.7,0.59,0,50,0.5592,1800.00,4,0.2,3,0.2
0,1842,1.8,0.56,0,50,0.7539,1800.00,4,0.2,3,0.2
1,1843,1.8,0.56,0,50,0.5299,1800.00,4,0.2,3,0.2
2,1844,1.8,0.56,0,50,0.5082,1800.00,4,0.2,3,0.2
3,1845,1.8,0.56,0,50,0.4734,1800.00,4,0.2,3,0.2
4,1846,1.8,0.56,1,50,0.9034,1800.00,4,0.2,3,0.2
5,1847,1.8,0.56,0,50,0.6671,1800.00,4,0.2,3,0.2
6,1848,1.8,0.56,0,50,0.5083,1800.00,4,0.2,3,0.2
7,1849,1.8,0.56,0,50,0.5043,1800.00,4,0.2,3,0.2
8,1850,1.8,0.56,0,50,0.7333,1800.00,4,0.2,3,0.2
9,1851,1.8,0.56,0,50,0.5002,1800.00,4,0.2,3,0.2
10,1852,1.8,0.56,0,50,0.4704,1800.00,4,0.2,3,0.2
11,1853,1.8,0.56,0,50,0.6594,1800.00,4,0.2,3,0.2
12,1854,1.8,0.56,0,50,0.5657,1800.00,4,0.2,3,0.2
13,1855,1.8,0.56,0,50,0.6550,1800.00,4,0.2,3,0.2
14,1856,1.8,0.56,0,50,0.7920,1800.00,4,0.2,3,0.2
15,1857,1.8,0.56,1,50,0.9255,1800.00,4,0.2,3,0.2
16,1858,1.8,0.56,0,50,0.5026,1800.00,4,0.2,3,0.2
17,1859,1.8,0.56,0,50,0.5441,1800.00,4,0.2,3,0.2
18,1860,1.8,0.56,0,50,0.5002,1800.00,4,0.2,3,0.2
19,1861,1.8,0.56,0,50,0.8418,1800.00,4,0.2,3,0.2
0,1942,1.9,0.53,0,50,0.4796,1800.00,4,0.2,3,0.2
1,1943,1.9,0.53,0,50,0.7800,1800.00,4,0.2,3,0.2
2,1944,1.9,0.53,0,50,0.5124,1800.00,4,0.2,3,0.2
3,1945,1.9,0.53,0,50,0.8285,1800.00,4,0.2,3,0.2
4,1946,1.9,0.53,1,50,0.9129,1800.00,4,0.2,3,0.2
5,1947,1.9,0.53,0,50,0.5053,1800.00,4,0.2,3,0.2
6,1948,1.9,0.53,0,50,0.5031,1800.00,4,0.2,3,0.2
7,1949,1.9,0.53,0,50,0.8963,1800.00,4,0.2,3,0.2
8,1950,1.9,0.53,0,50,0.5089,1800.00,4,0.2,3,0.2
9,1951,1.9,0.53,0,50,0.7369,1800.00,4,0.2,3,0.2
10,1952,1.9,0.53,0,50,0.5118,1800.00,4,0.2,3,0.2
11,1953,1.9,0.53,0,50,0.7138,1800.00,4,0.2,3,0.2
12,1954,1.9,0.53,0,50,0.5505,1800.00,4,0.2,3,0.2
13,1955,1.9,0.53,0,50,0.7307,1800.00,4,0.2,3,0.2
14,1956,1.9,0.53,0,50,0.7235,1800.00,4,0.2,3,0.2
15,1957,1.9,0.53,0,50,0.6486,1800.00,4,0.2,3,0.2
16,1958,1.9,0.53,0,50,0.5940,1800.00,4,0.2,3,0.2
17,1959,1.9,0.53,0,50,0.6488,1800.00,4,0.2,3,0.2
18,1960,1.9,0.53,0,50,0.4476,1800.00,4,0.2,3,0.2
19,1961,1.9,0.53,0,50,0.5700,1800.00,4,0.2,3,0.2
0,2042,2.0,0.50,0,50,0.5023,1800.00,4,0.2,3,0.2
1,2043,2.0,0.50,0,50,0.5370,1800.00,4,0.2,3,0.2
2,2044,2.0,0.50,0,50,0.5159,1800.00,4,0.2,3,0.2
3,2045,2.0,0.50,1,50,0.9272,1800.00,4,0.2,3,0.2
4,2046,2.0,0.50,0,50,0.6508,1800.00,4,0.2,3,0.2
5,2047,2.0,0.50,0,50,0.6550,1800.00,4,0.2,3,0.2
6,2048,2.0,0.50,0,50,0.5216,1800.00,4,0.2,3,0.2
7,2049,2.0,0.50,0,50,0.6189,1800.00,4,0.2,3,0.2
8,2050,2.0,0.50,0,50,0.6984,1800.00,4,0.2,3,0.2
9,2051,2.0,0.50,0,50,0.6762,1800.00,4,0.2,3,0.2
10,2052,2.0,0.50,0,50,0.7315,1800.00,4,0.2,3,0.2
11,2053,2.0,0.50,1,50,0.9106,1800.00,4,0.2,3,0.2
12,2054,2.0,0.50,0,50,0.5002,1800.00,4,0.2,3,0.2
13,2055,2.0,0.50,0,50,0.7138,1800.00,4,0.2,3,0.2
14,2056,2.0,0.50,0,50,0.7511,1800.00,4,0.2,3,0.2
15,2057,2.0,0.50,0,50,0.6152,1800.00,4,0.2,3,0.2
16,2058,2.0,0.50,0,50,0.5318,1800.00,4,0.2,3,0.2
17,2059,2.0,0.50,0,50,0.5991,1800.00,4,0.2,3,0.2
18,2060,2.0,0.50,0,50,0.8108,1800.00,4,0.2,3,0.2
19,2061,2.0,0.50,0,50,0.7561,1800.00,4,0.2,3,0.2
0,42,0.0,999.00,0,12,0.8580,432.00,4,0.1,3,0.2
1,43,0.0,999.00,0,12,0.8580,432.00,4,0.1,3,0.2
2,44,0.0,999.00,0,12,0.8580,432.00,4,0.1,3,0.2
3,45,0.0,999.00,0,12,0.8579,432.00,4,0.1,3,0.2
4,46,0.0,999.00,0,12,0.8580,432.00,4,0.1,3,0.2
5,47,0.0,999.00,0,12,0.8580,432.00,4,0.1,3,0.2
6,48,0.0,999.00,0,12,0.8581,432.00,4,0.1,3,0.2
7,49,0.0,999.00,0,12,0.8579,432.00,4,0.1,3,0.2
8,50,0.0,999.00,0,12,0.8580,432.00,4,0.1,3,0.2
9,51,0.0,999.00,0,12,0.8580,432.00,4,0.1,3,0.2
10,52,0.0,999.00,0,12,0.8581,432.00,4,0.1,3,0.2
11,53,0.0,999.00,0,12,0.8579,432.00,4,0.1,3,0.2
12,54,0.0,999.00,0,12,0.8580,432.00,4,0.1,3,0.2
13,55,0.0,999.00,0,12,0.8580,432.00,4,0.1,3,0.2
14,56,0.0,999.00,0,12,0.8580,432.00,4,0.1,3,0.2
15,57,0.0,999.00,0,12,0.8580,432.00,4,0.1,3,0.2
16,58,0.0,999.00,0,12,0.8579,432.00,4,0.1,3,0.2
17,59,0.0,999.00,0,12,0.8579,432.00,4,0.1,3,0.2
18,60,0.0,999.00,0,12,0.8579,432.00,4,0.1,3,0.2
19,61,0.0,999.00,0,12,0.8580,432.00,4,0.1,3,0.2
0,142,0.1,10.00,0,50,0.8649,1800.00,4,0.1,3,0.2
1,143,0.1,10.00,0,50,0.7998,1800.00,4,0.1,3,0.2
2,144,0.1,10.00,0,50,0.8718,1800.00,4,0.1,3,0.2
3,145,0.1,10.00,0,50,0.8854,1800.00,4,0.1,3,0.2
4,146,0.1,10.00,0,50,0.8648,1800.00,4,0.1,3,0.2
5,147,0.1,10.00,0,50,0.8550,1800.00,4,0.1,3,0.2
6,148,0.1,10.00,0,50,0.8601,1800.00,4,0.1,3,0.2
7,149,0.1,10.00,0,50,0.8244,1800.00,4,0.1,3,0.2
8,150,0.1,10.00,0,50,0.7034,1800.00,4,0.1,3,0.2
9,151,0.1,10.00,0,50,0.8413,1800.00,4,0.1,3,0.2
10,152,0.1,10.00,0,50,0.8143,1800.00,4,0.1,3,0.2
11,153,0.1,10.00,0,50,0.7936,1800.00,4,0.1,3,0.2
12,154,0.1,10.00,0,37,0.8168,1332.00,4,0.1,3,0.2
13,155,0.1,10.00,0,50,0.8227,1800.00,4,0.1,3,0.2
14,156,0.1,10.00,0,50,0.8454,1800.00,4,0.1,3,0.2
15,157,0.1,10.00,0,50,0.8591,1800.00,4,0.1,3,0.2
16,158,0.1,10.00,0,50,0.8273,1800.00,4,0.1,3,0.2
17,159,0.1,10.00,0,50,0.8174,1800.00,4,0.1,3,0.2
18,160,0.1,10.00,0,50,0.8554,1800.00,4,0.1,3,0.2
19,161,0.1,10.00,0,50,0.8646,1800.00,4,0.1,3,0.2
0,242,0.2,5.00,0,50,0.8018,1800.00,4,0.1,3,0.2
1,243,0.2,5.00,0,50,0.8598,1800.00,4,0.1,3,0.2
2,244,0.2,5.00,0,50,0.7725,1800.00,4,0.1,3,0.2
3,245,0.2,5.00,0,50,0.7689,1800.00,4,0.1,3,0.2
4,246,0.2,5.00,0,50,0.7507,1800.00,4,0.1,3,0.2
5,247,0.2,5.00,0,50,0.6892,1800.00,4,0.1,3,0.2
6,248,0.2,5.00,0,50,0.8076,1800.00,4,0.1,3,0.2
7,249,0.2,5.00,0,50,0.7960,1800.00,4,0.1,3,0.2
8,250,0.2,5.00,0,50,0.8423,1800.00,4,0.1,3,0.2
9,251,0.2,5.00,0,50,0.7062,1800.00,4,0.1,3,0.2
10,252,0.2,5.00,0,50,0.8700,1800.00,4,0.1,3,0.2
11,253,0.2,5.00,0,50,0.7198,1800.00,4,0.1,3,0.2
12,254,0.2,5.00,0,50,0.7754,1800.00,4,0.1,3,0.2
13,255,0.2,5.00,0,50,0.8343,1800.00,4,0.1,3,0.2
14,256,0.2,5.00,0,50,0.8876,1800.00,4,0.1,3,0.2
15,257,0.2,5.00,0,50,0.8984,1800.00,4,0.1,3,0.2
16,258,0.2,5.00,0,50,0.8446,1800.00,4,0.1,3,0.2
17,259,0.2,5.00,0,50,0.7373,1800.00,4,0.1,3,0.2
18,260,0.2,5.00,0,50,0.8148,1800.00,4,0.1,3,0.2
19,261,0.2,5.00,0,50,0.7837,1800.00,4,0.1,3,0.2
0,342,0.3,3.33,0,50,0.7546,1800.00,4,0.1,3,0.2
1,343,0.3,3.33,0,50,0.8216,1800.00,4,0.1,3,0.2
2,344,0.3,3.33,0,50,0.4353,1800.00,4,0.1,3,0.2
3,345,0.3,3.33,0,50,0.4491,1800.00,4,0.1,3,0.2
4,346,0.3,3.33,1,50,0.9024,1800.00,4,0.1,3,0.2
5,347,0.3,3.33,0,50,0.8006,1800.00,4,0.1,3,0.2
6,348,0.3,3.33,0,50,0.8427,1800.00,4,0.1,3,0.2
7,349,0.3,3.33,0,50,0.4878,1800.00,4,0.1,3,0.2
8,350,0.3,3.33,0,50,0.3997,1800.00,4,0.1,3,0.2
9,351,0.3,3.33,0,50,0.8128,1800.00,4,0.1,3,0.2
10,352,0.3,3.33,0,50,0.7508,1800.00,4,0.1,3,0.2
11,353,0.3,3.33,0,50,0.6313,1800.00,4,0.1,3,0.2
12,354,0.3,3.33,0,50,0.8112,1800.00,4,0.1,3,0.2
13,355,0.3,3.33,1,50,0.9217,1800.00,4,0.1,3,0.2
14,356,0.3,3.33,0,50,0.5448,1800.00,4,0.1,3,0.2
15,357,0.3,3.33,0,50,0.5706,1800.00,4,0.1,3,0.2
16,358,0.3,3.33,1,37,0.9200,1332.00,4,0.1,3,0.2
17,359,0.3,3.33,0,50,0.7556,1800.00,4,0.1,3,0.2
18,360,0.3,3.33,0,50,0.6232,1800.00,4,0.1,3,0.2
19,361,0.3,3.33,0,50,0.8428,1800.00,4,0.1,3,0.2
0,442,0.4,2.50,0,50,0.8014,1800.00,4,0.1,3,0.2
1,443,0.4,2.50,0,50,0.6227,1800.00,4,0.1,3,0.2
2,444,0.4,2.50,0,50,0.8312,1800.00,4,0.1,3,0.2
3,445,0.4,2.50,0,50,0.7346,1800.00,4,0.1,3,0.2
4,446,0.4,2.50,0,50,0.5298,1800.00,4,0.1,3,0.2
5,447,0.4,2.50,0,50,0.6316,1800.00,4,0.1,3,0.2
6,448,0.4,2.50,0,50,0.6407,1800.00,4,0.1,3,0.2
7,449,0.4,2.50,0,50,0.4660,1800.00,4,0.1,3,0.2
8,450,0.4,2.50,0,50,0.5804,1800.00,4,0.1,3,0.2
9,451,0.4,2.50,0,50,0.3829,1800.00,4,0.1,3,0.2
10,452,0.4,2.50,0,50,0.4827,1800.00,4,0.1,3,0.2
11,453,0.4,2.50,0,50,0.8417,1800.00,4,0.1,3,0.2
12,454,0.4,2.50,0,50,0.7148,1800.00,4,0.1,3,0.2
13,455,0.4,2.50,0,50,0.8796,1800.00,4,0.1,3,0.2
14,456,0.4,2.50,0,50,0.7875,1800.00,4,0.1,3,0.2
15,457,0.4,2.50,0,50,0.6901,1800.00,4,0.1,3,0.2
16,458,0.4,2.50,0,50,0.4593,1800.00,4,0.1,3,0.2
17,459,0.4,2.50,1,50,0.9312,1800.00,4,0.1,3,0.2
18,460,0.4,2.50,0,50,0.7926,1800.00,4,0.1,3,0.2
19,461,0.4,2.50,0,50,0.5707,1800.00,4,0.1,3,0.2
0,542,0.5,2.00,0,50,0.7317,1800.00,4,0.1,3,0.2
1,543,0.5,2.00,0,50,0.6166,1800.00,4,0.1,3,0.2
2,544,0.5,2.00,0,50,0.5147,1800.00,4,0.1,3,0.2
3,545,0.5,2.00,0,50,0.5144,1800.00,4,0.1,3,0.2
4,546,0.5,2.00,0,50,0.4892,1800.00,4,0.1,3,0.2
5,547,0.5,2.00,0,50,0.8208,1800.00,4,0.1,3,0.2
6,548,0.5,2.00,0,50,0.8133,1800.00,4,0.1,3,0.2
7,549,0.5,2.00,1,50,0.9555,1800.00,4,0.1,3,0.2
8,550,0.5,2.00,0,50,0.6483,1800.00,4,0.1,3,0.2
9,551,0.5,2.00,0,50,0.7146,1800.00,4,0.1,3,0.2
10,552,0.5,2.00,0,50,0.4962,1800.00,4,0.1,3,0.2
11,553,0.5,2.00,0,50,0.5716,1800.00,4,0.1,3,0.2
12,554,0.5,2.00,1,50,0.9085,1800.00,4,0.1,3,0.2
13,555,0.5,2.00,0,50,0.7807,1800.00,4,0.1,3,0.2
14,556,0.5,2.00,0,50,0.6320,1800.00,4,0.1,3,0.2
15,557,0.5,2.00,0,50,0.5360,1800.00,4,0.1,3,0.2
16,558,0.5,2.00,0,50,0.6566,1800.00,4,0.1,3,0.2
17,559,0.5,2.00,0,50,0.5999,1800.00,4,0.1,3,0.2
18,560,0.5,2.00,0,50,0.6556,1800.00,4,0.1,3,0.2
19,561,0.5,2.00,0,50,0.4237,1800.00,4,0.1,3,0.2
0,642,0.6,1.67,0,50,0.4964,1800.00,4,0.1,3,0.2
1,643,0.6,1.67,0,50,0.7175,1800.00,4,0.1,3,0.2
2,644,0.6,1.67,0,50,0.4349,1800.00,4,0.1,3,0.2
3,645,0.6,1.67,0,50,0.4314,1800.00,4,0.1,3,0.2
4,646,0.6,1.67,0,50,0.5729,1800.00,4,0.1,3,0.2
5,647,0.6,1.67,0,50,0.6880,1800.00,4,0.1,3,0.2
6,648,0.6,1.67,0,50,0.7943,1800.00,4,0.1,3,0.2
7,649,0.6,1.67,0,50,0.8110,1800.00,4,0.1,3,0.2
8,650,0.6,1.67,0,50,0.5415,1800.00,4,0.1,3,0.2
9,651,0.6,1.67,0,50,0.5768,1800.00,4,0.1,3,0.2
10,652,0.6,1.67,0,50,0.5862,1800.00,4,0.1,3,0.2
11,653,0.6,1.67,0,50,0.5000,1800.00,4,0.1,3,0.2
12,654,0.6,1.67,0,50,0.4459,1800.00,4,0.1,3,0.2
13,655,0.6,1.67,0,50,0.6214,1800.00,4,0.1,3,0.2
14,656,0.6,1.67,0,50,0.5523,1800.00,4,0.1,3,0.2
15,657,0.6,1.67,0,50,0.8868,1800.00,4,0.1,3,0.2
16,658,0.6,1.67,0,50,0.4667,1800.00,4,0.1,3,0.2
17,659,0.6,1.67,0,50,0.5919,1800.00,4,0.1,3,0.2
18,660,0.6,1.67,0,50,0.7810,1800.00,4,0.1,3,0.2
19,661,0.6,1.67,0,50,0.8558,1800.00,4,0.1,3,0.2
0,742,0.7,1.43,0,50,0.5550,1800.00,4,0.1,3,0.2
1,743,0.7,1.43,0,50,0.8700,1800.00,4,0.1,3,0.2
2,744,0.7,1.43,0,50,0.7842,1800.00,4,0.1,3,0.2
3,745,0.7,1.43,0,50,0.4572,1800.00,4,0.1,3,0.2
4,746,0.7,1.43,0,50,0.8086,1800.00,4,0.1,3,0.2
5,747,0.7,1.43,0,50,0.7597,1800.00,4,0.1,3,0.2
6,748,0.7,1.43,0,50,0.5606,1800.00,4,0.1,3,0.2
7,749,0.7,1.43,0,50,0.5637,1800.00,4,0.1,3,0.2
8,750,0.7,1.43,1,50,0.9153,1800.00,4,0.1,3,0.2
9,751,0.7,1.43,0,50,0.7961,1800.00,4,0.1,3,0.2
10,752,0.7,1.43,0,50,0.8698,1800.00,4,0.1,3,0.2
11,753,0.7,1.43,0,50,0.5880,1800.00,4,0.1,3,0.2
12,754,0.7,1.43,0,50,0.8572,1800.00,4,0.1,3,0.2
13,755,0.7,1.43,0,50,0.5287,1800.00,4,0.1,3,0.2
14,756,0.7,1.43,0,50,0.8401,1800.00,4,0.1,3,0.2
15,757,0.7,1.43,0,50,0.4357,1800.00,4,0.1,3,0.2
16,758,0.7,1.43,0,50,0.6039,1800.00,4,0.1,3,0.2
17,759,0.7,1.43,0,50,0.7473,1800.00,4,0.1,3,0.2
18,760,0.7,1.43,0,50,0.6983,1800.00,4,0.1,3,0.2
19,761,0.7,1.43,0,50,0.5236,1800.00,4,0.1,3,0.2
0,842,0.8,1.25,0,50,0.7802,1800.00,4,0.1,3,0.2
1,843,0.8,1.25,0,50,0.7711,1800.00,4,0.1,3,0.2
2,844,0.8,1.25,0,50,0.5859,1800.00,4,0.1,3,0.2
3,845,0.8,1.25,0,50,0.5647,1800.00,4,0.1,3,0.2
4,846,0.8,1.25,0,50,0.7619,1800.00,4,0.1,3,0.2
5,847,0.8,1.25,0,50,0.5593,1800.00,4,0.1,3,0.2
6,848,0.8,1.25,0,50,0.7827,1800.00,4,0.1,3,0.2
7,849,0.8,1.25,0,50,0.5159,1800.00,4,0.1,3,0.2
8,850,0.8,1.25,0,50,0.4502,1800.00,4,0.1,3,0.2
9,851,0.8,1.25,0,50,0.6414,1800.00,4,0.1,3,0.2
10,852,0.8,1.25,0,50,0.4972,1800.00,4,0.1,3,0.2
11,853,0.8,1.25,0,50,0.6430,1800.00,4,0.1,3,0.2
12,854,0.8,1.25,0,50,0.7166,1800.00,4,0.1,3,0.2
13,855,0.8,1.25,0,50,0.5013,1800.00,4,0.1,3,0.2
14,856,0.8,1.25,0,50,0.5464,1800.00,4,0.1,3,0.2
15,857,0.8,1.25,1,50,0.9607,1800.00,4,0.1,3,0.2
16,858,0.8,1.25,0,50,0.4460,1800.00,4,0.1,3,0.2
17,859,0.8,1.25,0,50,0.5897,1800.00,4,0.1,3,0.2
18,860,0.8,1.25,0,50,0.8638,1800.00,4,0.1,3,0.2
19,861,0.8,1.25,0,50,0.5429,1800.00,4,0.1,3,0.2
0,942,0.9,1.11,0,50,0.4823,1800.00,4,0.1,3,0.2
1,943,0.9,1.11,0,50,0.4146,1800.00,4,0.1,3,0.2
2,944,0.9,1.11,0,50,0.5599,1800.00,4,0.1,3,0.2
3,945,0.9,1.11,0,50,0.4947,1800.00,4,0.1,3,0.2
4,946,0.9,1.11,0,50,0.5208,1800.00,4,0.1,3,0.2
5,947,0.9,1.11,0,50,0.4528,1800.00,4,0.1,3,0.2
6,948,0.9,1.11,0,50,0.6462,1800.00,4,0.1,3,0.2
7,949,0.9,1.11,0,50,0.3468,1800.00,4,0.1,3,0.2
8,950,0.9,1.11,0,50,0.5093,1800.00,4,0.1,3,0.2
9,951,0.9,1.11,0,50,0.4821,1800.00,4,0.1,3,0.2
10,952,0.9,1.11,0,50,0.4243,1800.00,4,0.1,3,0.2
11,953,0.9,1.11,0,50,0.6036,1800.00,4,0.1,3,0.2
12,954,0.9,1.11,0,50,0.5010,1800.00,4,0.1,3,0.2
13,955,0.9,1.11,0,50,0.6043,1800.00,4,0.1,3,0.2
14,956,0.9,1.11,0,50,0.5494,1800.00,4,0.1,3,0.2
15,957,0.9,1.11,0,50,0.5918,1800.00,4,0.1,3,0.2
16,958,0.9,1.11,0,50,0.3853,1800.00,4,0.1,3,0.2
17,959,0.9,1.11,0,50,0.8941,1800.00,4,0.1,3,0.2
18,960,0.9,1.11,0,50,0.7046,1800.00,4,0.1,3,0.2
19,961,0.9,1.11,0,50,0.5300,1800.00,4,0.1,3,0.2
0,1042,1.0,1.00,0,50,0.7846,1800.00,4,0.1,3,0.2
1,1043,1.0,1.00,0,50,0.5056,1800.00,4,0.1,3,0.2
2,1044,1.0,1.00,0,50,0.7877,1800.00,4,0.1,3,0.2
3,1045,1.0,1.00,0,50,0.8125,1800.00,4,0.1,3,0.2
4,1046,1.0,1.00,0,50,0.5354,1800.00,4,0.1,3,0.2
