experiment,layout,grid,obstacle_density,sigma,weight_scale,H,direct_conn,success_rate,avg_rcp,avg_rcp_success,R,R_effective,T,active_cells,avg_conf_success,avg_final_conf,avg_sat_count_success,avg_steps,avg_steps_success,conditional_success,feasible_rate,final_confidence,max_steps,mean_best_acc,mean_best_mse,mean_detour_success,mean_path_success,mode,mode_variant,n_effective,rcp,snr,steps,success,trial,trial_seed,trials
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,57,499,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,2.50,11,1,58,500,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,59,501,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,396.00,2.50,11,1,60,502,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,2.50,11,1,61,503,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9995,50,,,,,wbit,wbit,1,396.00,2.50,11,1,62,504,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,63,505,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,64,506,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,65,507,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,66,508,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,67,509,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,2.50,11,1,68,510,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,69,511,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,70,512,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,71,513,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,72,514,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,360.00,2.50,10,1,73,515,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,74,516,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,2.50,11,1,75,517,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,76,518,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,77,519,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9993,50,,,,,wbit,wbit,1,396.00,2.50,11,1,78,520,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,79,521,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,2.50,11,1,80,522,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,81,523,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,82,524,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,83,525,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,84,526,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,85,527,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,86,528,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,360.00,2.50,10,1,87,529,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9990,50,,,,,wbit,wbit,1,396.00,2.50,11,1,88,530,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,89,531,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,90,532,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,91,533,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,92,534,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9993,50,,,,,wbit,wbit,1,396.00,2.50,11,1,93,535,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,2.50,11,1,94,536,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,95,537,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,396.00,2.50,11,1,96,538,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.50,11,1,97,539,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9993,50,,,,,wbit,wbit,1,396.00,2.50,11,1,98,540,
B_noise,,,,0.4,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,2.50,11,1,99,541,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,0,542,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,1,543,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9990,50,,,,,wbit,wbit,1,360.00,2.00,10,1,2,544,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,3,545,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,4,546,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,5,547,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9993,50,,,,,wbit,wbit,1,396.00,2.00,11,1,6,548,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,2.00,11,1,7,549,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,8,550,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,2.00,11,1,9,551,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,10,552,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,11,553,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,2.00,11,1,12,554,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,2.00,10,1,13,555,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,396.00,2.00,11,1,14,556,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,15,557,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,16,558,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,17,559,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,18,560,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,396.00,2.00,11,1,19,561,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,20,562,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,2.00,11,1,21,563,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,396.00,2.00,11,1,22,564,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,23,565,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,360.00,2.00,10,1,24,566,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,25,567,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,26,568,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9993,50,,,,,wbit,wbit,1,396.00,2.00,11,1,27,569,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,28,570,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,29,571,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,30,572,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,396.00,2.00,11,1,31,573,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,32,574,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9993,50,,,,,wbit,wbit,1,396.00,2.00,11,1,33,575,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,34,576,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,35,577,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,36,578,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,2.00,11,1,37,579,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,38,580,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,39,581,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,2.00,11,1,40,582,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,41,583,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,42,584,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,43,585,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,360.00,2.00,10,1,44,586,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,45,587,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,396.00,2.00,11,1,46,588,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,47,589,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,2.00,10,1,48,590,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,49,591,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9993,50,,,,,wbit,wbit,1,396.00,2.00,11,1,50,592,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,51,593,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,52,594,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,53,595,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,54,596,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,55,597,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,56,598,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,57,599,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,58,600,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,59,601,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,60,602,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,2.00,11,1,61,603,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,62,604,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9990,50,,,,,wbit,wbit,1,360.00,2.00,10,1,63,605,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,2.00,10,1,64,606,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,65,607,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9993,50,,,,,wbit,wbit,1,396.00,2.00,11,1,66,608,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,67,609,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,68,610,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,2.00,11,1,69,611,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,70,612,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,71,613,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,72,614,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9993,50,,,,,wbit,wbit,1,396.00,2.00,11,1,73,615,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,74,616,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,75,617,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,76,618,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,77,619,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,78,620,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,79,621,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,80,622,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,2.00,10,1,81,623,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,82,624,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,2.00,11,1,83,625,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9993,50,,,,,wbit,wbit,1,396.00,2.00,11,1,84,626,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,360.00,2.00,10,1,85,627,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,86,628,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,87,629,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,88,630,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,89,631,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,90,632,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,91,633,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,92,634,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,93,635,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,94,636,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,2.00,11,1,95,637,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,96,638,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,97,639,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,98,640,
B_noise,,,,0.5,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,2.00,11,1,99,641,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,0,642,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,1,643,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,2,644,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9990,50,,,,,wbit,wbit,1,360.00,1.67,10,1,3,645,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,1.67,11,1,4,646,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,5,647,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9990,50,,,,,wbit,wbit,1,360.00,1.67,10,1,6,648,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,7,649,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,8,650,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,9,651,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,10,652,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9993,50,,,,,wbit,wbit,1,396.00,1.67,11,1,11,653,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,12,654,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,1.67,11,1,13,655,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,14,656,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,15,657,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,396.00,1.67,11,1,16,658,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9990,50,,,,,wbit,wbit,1,396.00,1.67,11,1,17,659,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,18,660,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,19,661,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,20,662,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,21,663,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9992,50,,,,,wbit,wbit,1,360.00,1.67,10,1,22,664,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,23,665,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,24,666,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9990,50,,,,,wbit,wbit,1,396.00,1.67,11,1,25,667,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,26,668,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9994,50,,,,,wbit,wbit,1,396.00,1.67,11,1,27,669,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,28,670,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,29,671,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,30,672,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,31,673,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,32,674,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,33,675,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,360.00,1.67,10,1,34,676,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,35,677,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9993,50,,,,,wbit,wbit,1,396.00,1.67,11,1,36,678,
B_noise,,,,0.6,1.0,,,,,,3,3,0.2,4,,,,,,,,0.9991,50,,,,,wbit,wbit,1,396.00,1.67,11,1,37,679,
